ResponseId,DistributionChannel,UserLanguage,have_phone,have_smartphone,contact_parent_ease,phone_usage_bring_school,tablet_usage_bring_school,laptop_usage_bring_school,smartwatch_usage_bring_school,other_usage_bring_school,other_usage_bring_school_TEXT,phone_usage_school_purposes,tablet_usage_school_purposes,laptop_usage_school_purposes,smartwatch_usage_school_purposes,other_usage_school_purposes,other_usage_school_purposes_TEXT,phone_usage_personal_reasons,tablet_usage_personal_reasons,laptop_usage_personal_reasons,smartwatch_usage_personal_reasons,other_usage_personal_reasons,other_usage_personal_reasons_TEXT,time_spent_hours_phone,time_spent_minutes_phone,fomo,have_job,num_boss_contact_1,num_parent_contact_1,pif_when,pif_when_10_TEXT,pif_how,pif_how_15_TEXT,pif_satisfied,pif_enforcement,pif_noncompliance,pif_opinion,policy_opinion_open,school_engagement_1,school_engagement_2,school_engagement_3,school_engagement_4,school_engagement_5,SESQ_ENG_34,SESQ_ENG_7,SESQ_ENG_8,SESQ_ENG_9,SESQ_ENG_10,SESQ_ENG_11,SESQ_ENG_12,SESQ_ENG_13,SESQ_ENG_15,SESQ_ENG_16,SESQ_ENG_17,SESQ_ENG_18,SESQ_ENG_20,SESQ_ENG_22,friendship_quality_1,friendship_quality_2,friendship_quality_3,friendship_quality_4,friendship_quality_5,friendship_quality_6,friendship_quality_7,friendship_quality_8,lunchtime_friends,num_bathroom_1,bathroom_reason,bathroom_reason_6_TEXT,hrs_sleep_1,sleep_quality_1,sleep_quality_2,num_days_physical,num_sports_team,esteem_satisfaction_1,esteem_satisfaction_2,esteem_satisfaction_3,esteem_satisfaction_4,esteem_satisfaction_5,esteem_satisfaction_6,social_anxiety_1,social_anxiety_2,social_anxiety_3,social_anxiety_4,social_anxiety_5,social_anxiety_6,social_anxiety_7,social_anxiety_8,social_anxiety_9,social_anxiety_10,rcads_1,rcads_2,rcads_3,sdq_1,sdq_2,sdq_3,sdq_4,sdq_5,sdq_6,sdq_7,school_bully_freq_1,school_bully_freq_2,school_bully_freq_3,school_bully_freq_4,school_bully_freq_5,school_bully_freq_6,school_bully_freq_7,school_bully_upset_1,school_bully_upset_2,school_bully_upset_3,school_bully_upset_4,school_bully_upset_5,school_bully_upset_6,school_bully_upset_7,outside_bully_freq_1,outside_bully_freq_2,outside_bully_freq_3,outside_bully_freq_4,outside_bully_freq_5,outside_bully_freq_6,outside_bully_freq_7,outside_bully_upset_1,outside_bully_upset_2,outside_bully_upset_3,outside_bully_upset_4,outside_bully_upset_5,outside_bully_upset_6,outside_bully_upset_7,policy_impact_1,policy_impact_2,policy_impact_3,policy_impact_4,policy_impact_5,policy_impact_6,policy_impact_7,policy_impact_8,policy_impact_9,policy_impact_10,policy_impact_11,policy_impact_12,policy_impact_13,policy_impact_14,policy_impact_15,policy_impact_16,policy_impact_17,policy_changes_open,grade,ell,iep,gender,gender_3_TEXT,race,optional_comments,other_comments
R_4NQX6mkMjZ2FGJ0,test,,1,1,1,0,0,0,1,0,"Tempus, platea rutrum. Potenti porta. Dolorem malesuada tempor suscipit. Temporibus? Sodales.",1,0,0,1,0,Vehicula sollicitudin scelerisque lacus? Ridiculus commodo ullamcorper donec. Suspendisse luctus ullamcorper. Massa vel fringilla elit.,0,0,1,0,0,"Bibendum ac, urna eu ullamcorper. Malesuada. Odio ultrices nullam dictumst et.",12,1,1,1,686809179,780134209,9,,14,,40,70,70,4,"It’s annoying, but I get why they did it.",4,1,2,2,2,1,4,3,5,2,1,5,1,2,2,2,4,2,2,5,2,1,1,1,5,4,3,3,732178182,1,,10,3,9,8,2,5,4,5,1,3,1,3,1,8,3,8,8,2,1,2,4,5,3,3,2,3,1,3,2,3,1,7,5,6,7,10,7,10,1,1,1,2,3,4,3,7,10,10,5,10,10,10,1,4,2,4,3,2,3,3,5,3,6,6,5,3,5,1,2,5,1,3,3,5,3,6,"Quis. Consequat wisi laoreet commodo ultricies ridiculus fermentum dolor lectus. Quam, proin est.",5,4,,2,,"1,2,3,4","Proin. Non ante! Tincidunt, sem accusamus rutrum quis? Auctor accusamus natoque turpis eget.",Velit tincidunt atque aliquet posuere rutrum! Porttitor montes egestas non velit nulla lectus.
R_cUQF5LeLkJ0xbTM,test,,4,,2,1,0,0,0,0,"Pede commodo magna atque sit non malesuada. Maecenas urna nunc sodales, accumsan at tortor curabitur.",1,0,1,1,1,"Porttitor accumsan. Sem lorem lectus ante enim dignissim tellus dui neque accumsan. Accusamus, diam eget.",1,1,0,0,0,"Enim, diam a? Proin potenti id dolorem arcu molestie. Mattis fringilla est.",,,,,,,6,,1,,50,100,100,2,I talk more with people I didn’t know before.,1,1,2,2,5,5,5,5,3,5,1,4,3,2,2,3,3,2,5,4,2,2,4,2,5,2,3,4,2024195523,1,,11,2,10,4,4,1,1,3,3,2,1,8,2,1,1,8,8,1,8,8,8,1,2,5,2,1,1,3,3,2,1,5,10,10,5,10,5,5,4,2,3,4,3,1,3,5,6,6,5,10,10,7,4,2,3,2,3,1,1,3,6,5,2,1,5,1,3,3,3,6,6,2,3,6,3,2,A tempus duis venenatis porta dolor. Fringilla. In nunc nec vestibulum primis erat facilisi.,7,2,4,2,,"3,4","Ut! Etiam quis in porttitor et, culpa. Fusce! Egestas. Dolorem sed turpis gravida. Quis dolor.",Magna per accumsan augue pretium ligula eu dolorem. Ac mi turpis. Ullamcorper suscipit consequat ridiculus.
R_5vSpSJYsu6T6dCu,test,,2,,2,0,1,1,0,0,Ut. Suspendisse eu consectetuer fermentum interdum curabitur suscipit sed magna pharetra! Consequat.,0,1,1,0,0,"Lectus urna, ridiculus suscipit, et ullamcorper phasellus. Et dolor rutrum risus.",0,0,0,1,0,Vestibulum in at elit! Fusce. Pharetra ultricies eros mi. Elit sem turpis augue.,,,,,,,10,Sodales iaculis phasellus duis felis. Metus? Fermentum aliquet aliquet interdum magnis augue fusce.,1,,80,70,40,2,It makes school more boring without music between classes.,4,3,3,3,3,5,3,1,4,4,2,5,5,1,3,5,1,5,2,3,1,2,1,3,4,4,5,2,544684634,2,,4,1,6,11,2,4,5,2,1,4,1,8,3,3,1,4,3,4,1,8,4,4,2,5,1,2,3,1,1,3,2,5,6,7,10,5,5,10,3,3,1,2,2,1,3,10,5,10,7,5,5,5,2,3,1,1,1,1,2,5,5,5,2,1,6,3,5,6,3,2,5,3,3,3,5,3,"Sem. Arcu orci. Natoque aliquam phasellus pede dolor tempor per risus sapien, commodo massa ac.",3,4,1,1,,"1,3,4,5","Interdum arcu egestas at! Molestie eros eros, integer vulputate viverra.",Blandit natoque magna tellus faucibus mauris temporibus morbi dui vel nonummy pellentesque.
R_3x77RCRJJlP25ls,test,,4,,2,0,0,0,0,1,Rhoncus viverra duis consequat auctor. Suspendisse ipsum id? Lacus nullam curabitur! Orci et nullam.,0,0,0,0,1,"Purus eros integer mi, ante vulputate? Praesent nulla! Magnis sodales cursus tortor.",1,1,1,1,1,Euismod? Duis montes non turpis nunc dolorem commodo mauris proin et posuere! Vivamus. Molestie vel.,,,,,,,9,,11,,80,60,60,,It feels safer because people are more aware of what’s going on.,1,3,5,4,1,3,3,2,4,4,4,1,3,4,1,3,5,5,2,2,3,3,3,4,4,3,3,1,696505791,6,Ultricies montes. Odio nibh. Posuere suspendisse commodo porta egestas luctus.,9,1,1,6,5,5,2,2,5,3,5,3,4,8,4,1,8,8,3,1,4,4,5,5,2,3,3,1,1,1,3,10,7,10,10,7,5,10,2,4,3,2,4,1,1,7,7,6,5,5,10,10,4,1,2,4,4,2,3,5,6,5,5,5,3,1,5,5,1,3,2,2,6,1,1,6,"Eget, fusce facilisis ultricies. Vestibulum natoque vestibulum urna sodales praesent? Mi risus. In.",3,,4,4,,"1,2,3,5,6",Luctus temporibus odio consectetuer montes amet faucibus vivamus pede mauris volutpat ligula diam phasellus eleifend.,Suspendisse consectetuer nunc consectetuer facilisis tincidunt elit a tincidunt dolorem ultricies.
R_aeDRrYgr9fgCx1k,test,,4,,2,0,0,1,0,1,Fermentum aenean ipsum! Sem egestas quam bibendum vel pellentesque accumsan.,0,0,1,1,0,Fusce sagittis facilisi atque imperdiet culpa porttitor tempora ac. Pretium vulputate lorem accumsan temporibus.,0,1,0,1,1,"Donec orci accusamus. Magna auctor quam cursus nullam tincidunt, donec elementum justo sed.",,,,,,,10,Praesent. Praesent metus eleifend? Gravida. Etiam ante laoreet tempora imperdiet.,11,,20,60,40,7,I think it’s good for learning but bad for mental health breaks.,4,3,3,2,5,5,1,4,3,4,5,3,4,4,5,5,3,4,4,5,5,3,5,1,5,5,5,1,415227270,5,,7,3,9,4,2,2,2,4,2,1,5,1,2,3,1,8,2,1,3,8,1,1,2,5,3,3,1,3,3,2,1,6,10,6,7,6,6,7,1,4,1,3,3,2,3,6,10,10,5,6,6,5,2,1,4,2,3,3,2,3,1,5,1,1,1,1,2,2,2,6,2,2,5,6,1,6,Eros morbi vulputate felis egestas vulputate. Accusamus sit mauris porta eros.,3,2,,1,,"1,2,3,4,5,6","Odio, elit dolor dolor nunc venenatis tempus vestibulum pede molestie quam. Luctus maecenas.","Venenatis, pharetra convallis gravida suspendisse scelerisque? Neque dictumst ab leo eros."
R_eLJ9MchsIpShp1I,test,,4,,1,0,1,0,1,0,Risus sem facilisis? Ipsum per tempor sapien rhoncus temporibus urna culpa tortor! Dui viverra nullam.,0,0,0,0,0,"Egestas! Dolorem tempor. Euismod. Cras est facilisis mattis orci, gravida integer porta imperdiet.",1,1,1,1,0,"Non. Viverra iaculis neque. Odio integer, et purus. Dignissim nibh! Posuere montes mauris enim.",,,,,,,6,,13,,40,20,30,,"Teachers don’t yell about phones as much, so class feels calmer.",3,1,5,1,1,5,4,3,3,3,1,5,5,4,1,1,3,1,4,2,1,4,4,4,1,5,1,4,509896762,1,,5,2,13,9,3,3,1,5,1,3,1,3,1,1,8,3,1,1,2,1,8,3,1,1,1,3,3,2,2,2,1,5,6,7,7,7,10,6,2,4,4,3,3,2,2,5,6,6,7,5,5,10,1,3,2,4,1,4,2,5,2,3,3,5,5,1,3,3,5,3,6,3,2,6,6,5,Sem convallis. Viverra et? Arcu vulputate nullam. Volutpat erat! Gravida? Malesuada fringilla! Natoque lorem.,6,2,4,4,,1,Diam gravida platea at risus eleifend egestas pede magna? Tempor.,"Ante augue leo integer? Etiam venenatis, iaculis tincidunt. Magnis tempora malesuada leo culpa."
R_82FbH6g39d5qKBU,test,,2,,2,0,0,0,1,1,"Curabitur lacus. Arcu tortor nonummy. Nonummy etiam dolorem nibh montes, curabitur quis.",1,1,1,1,0,Ipsum suscipit natoque ultricies ab tellus sem fusce metus purus fringilla natoque pharetra.,1,0,0,1,0,Risus sodales ultricies posuere viverra eu natoque? Iaculis molestie? Leo temporibus eu. Suscipit pretium.,,,,,,,6,,15,Maecenas interdum. Orci sapien fusce fringilla id et velit placerat.,100,20,20,,"Honestly, it just makes me stressed because I can’t text my parents.",5,2,3,4,4,5,5,5,4,5,1,3,4,3,4,1,3,4,3,2,2,2,3,2,5,1,5,3,767205437,1,,12,4,13,6,1,5,3,5,3,2,5,8,4,3,2,4,8,8,1,8,8,4,4,5,2,3,1,3,3,2,3,7,6,10,7,10,6,6,3,1,3,1,2,2,4,6,5,10,10,6,6,7,4,2,3,3,2,4,2,2,2,2,6,1,5,6,1,6,2,6,2,6,3,2,5,5,Scelerisque? Ipsum facilisi dapibus vehicula pretium risus a? Dapibus? Imperdiet auctor mauris turpis. Per laoreet.,3,2,2,1,,"1,2,4,5,6",Posuere ut natoque et at vulputate nullam aliquam morbi eleifend euismod.,Ligula. Justo atque? A. Tellus nulla molestie lectus auctor euismod etiam augue pretium odio.
R_cwljOw9P53Cpf9A,test,,1,2,2,0,0,1,1,0,Leo tempus vitae eu ullamcorper euismod urna quam in maecenas.,1,0,1,0,1,Tempus tortor platea consequat pharetra. Ab duis vitae enim? Metus blandit atque.,0,1,0,0,0,"Etiam elit ipsum eleifend dolorem atque! Ultrices, auctor aliquam? Metus.",18,3,3,2,1481306446,1216366466,10,"Massa luctus facilisis dolor interdum montes non wisi bibendum cras, nulla montes ridiculus.",13,,80,50,100,3,I think i concentrate better on my assingments.,4,2,2,2,3,5,5,1,5,3,4,4,1,1,5,3,5,2,5,3,2,4,4,3,5,3,1,3,1625832413,6,Nec ultrices pede sit integer tincidunt accusamus fermentum? Suspendisse blandit porttitor facilisi blandit.,5,3,4,7,1,4,5,3,5,3,3,1,4,8,1,4,3,3,3,3,2,4,5,5,2,1,2,2,2,1,3,10,7,10,7,7,6,6,1,4,2,1,4,2,4,10,6,10,5,5,5,10,4,3,2,3,4,4,1,1,3,5,6,2,5,6,1,2,5,2,5,1,2,5,5,6,Ridiculus lorem primis montes mattis etiam faucibus donec per ab. Praesent.,7,2,2,1,,"1,2,3,4,5,6",Id! Tempor facilisis phasellus donec convallis. Massa tincidunt culpa blandit vel. Consequat sollicitudin sem.,Viverra rutrum sit purus eget sodales aliquam sollicitudin id? Dolorem wisi.
R_3qNe1Zady7Zq7Cm,test,,4,,1,0,1,1,0,0,"Wisi magnis orci vehicula interdum imperdiet? Interdum id, porttitor ultrices wisi curabitur metus dapibus.",1,0,1,1,1,"Quis proin orci imperdiet orci donec tincidunt laoreet. Neque donec. Rhoncus, tortor atque maecenas.",1,1,0,0,1,Egestas pellentesque pede sed vestibulum. Felis etiam gravida at ut placerat justo. Iaculis gravida tortor.,,,,,,,9,,1,,70,40,10,1,It makes the school vibe stricter and less chill.,1,2,5,2,5,4,2,5,1,2,5,1,4,2,4,4,3,4,4,4,5,3,3,3,2,4,2,4,455095963,2,,14,2,13,6,2,1,1,1,2,4,4,8,3,3,2,3,1,3,8,8,4,3,3,1,3,3,2,1,3,2,3,6,6,7,5,6,5,10,4,1,4,2,4,3,4,6,5,5,10,7,6,10,2,1,4,1,1,2,3,3,3,1,2,5,1,3,2,2,1,5,6,2,3,2,1,2,Id mauris dictumst tempus nibh suspendisse nec ligula tincidunt velit.,8,,1,3,"Rutrum accusamus quis! Id aenean enim aliquam, augue rutrum pretium fringilla amet. Egestas.","1,2,3,5,6",Consequat temporibus tellus. Ultrices rhoncus nullam id dignissim sagittis duis culpa amet ultrices euismod eleifend.,"Odio viverra justo, scelerisque aenean quam! Faucibus ab suspendisse nunc? Elit duis lectus iaculis. Magnis."
R_0jsXCtq8yiZPYFM,test,,1,2,2,1,1,0,0,0,Magnis. Dolor aliquet morbi? Nibh wisi neque cras augue ab.,1,1,0,1,0,"Suspendisse nullam ac atque fermentum interdum! Mi scelerisque, nonummy. Curabitur metus neque! Arcu.",1,1,0,0,0,Sed faucibus rutrum sem sit. Fusce risus interdum sodales felis maecenas elit.,7,2,5,2,1608554099,1952923858,5,,14,,40,30,100,1,I think it’s preparing us for college or jobs where phones aren’t allowed.,2,5,4,4,3,4,1,5,1,2,2,2,1,5,3,2,3,5,3,2,1,3,3,1,3,2,1,1,924600248,2,,9,4,2,6,5,2,5,1,4,2,4,2,8,2,3,8,4,4,3,4,3,4,4,5,3,2,3,3,1,2,3,6,7,10,10,5,10,5,3,1,4,2,1,2,1,10,10,6,6,10,10,6,4,3,4,4,4,1,1,2,1,3,1,2,3,6,5,6,5,2,2,2,1,6,5,6,Iaculis sodales faucibus sem facilisis. Laoreet sit tempus pretium malesuada odio.,8,,,4,,"1,2,3,4,6","Lectus enim, vel vivamus eros egestas! Egestas vivamus. Sollicitudin! Ut scelerisque nulla.",Arcu. Erat augue integer facilisis id dapibus morbi mattis pede.
R_40DYrqwgpczmEf4,test,,2,,2,0,1,1,0,1,"Nec felis. Arcu maecenas leo, faucibus. Accumsan nonummy tempor felis vitae vehicula scelerisque.",0,0,0,1,1,Metus urna malesuada vitae? Dui. Eu montes fringilla sem. Porta quis.,0,1,1,0,0,"Praesent. Vivamus blandit, aliquam convallis ultrices vel tempora, accusamus, dictumst dolorem interdum eu. Neque orci.",,,,,,,9,,15,A ullamcorper vel sollicitudin accumsan vehicula! Dolorem. Potenti scelerisque integer pretium primis.,30,40,70,3,"Kids just sneak watches instead, so not much is different.",2,4,3,1,2,3,1,3,4,1,1,4,5,4,3,3,2,3,3,4,4,2,4,3,3,1,4,2,616641412,4,,5,1,4,10,6,3,2,3,4,3,5,4,1,8,8,8,3,1,2,4,4,5,3,3,1,2,3,3,2,3,1,6,10,10,5,10,6,10,4,2,2,4,1,3,1,6,10,10,6,5,7,6,4,1,2,4,1,4,1,3,1,3,3,6,3,6,6,1,1,3,1,1,3,2,3,6,Ultricies enim nulla a convallis facilisis. Urna blandit tortor scelerisque vehicula dolorem a primis ultricies.,6,4,1,4,,"1,2,3,4,5,6","Nunc, tellus dui nullam! Etiam vestibulum, egestas non fermentum non curabitur egestas? Faucibus et.",Ipsum vestibulum convallis! Pretium aliquet risus ac commodo facilisis suspendisse ultricies aenean mattis facilisi pede.
R_3EDOcIYZbY69y8S,test,,1,1,1,0,0,1,1,1,Volutpat vestibulum turpis magna vitae neque sagittis cras elementum leo ab.,0,1,1,0,0,Aliquet. Imperdiet interdum? Praesent turpis quam eros cursus consequat. Mauris turpis.,1,1,0,0,0,Justo bibendum nunc nulla gravida elit lectus arcu facilisi gravida magna sodales. Rutrum nulla duis.,21,3,5,2,1152231026,1225946348,6,,10,,70,10,30,5,I feel more connected to my classmates now.,3,3,3,4,2,3,5,1,3,2,4,2,3,3,1,1,1,1,2,2,5,5,3,2,1,4,5,4,440400442,4,,1,3,7,6,5,4,2,2,5,3,2,8,8,4,8,2,1,4,2,3,4,4,3,2,3,3,3,1,1,1,2,5,6,5,10,7,5,6,3,1,4,2,2,4,2,10,5,7,5,5,10,5,2,2,1,3,3,1,2,2,5,3,6,1,1,5,2,2,1,1,1,5,6,3,2,3,"Euismod dictumst, quis sed facilisi. Sollicitudin sodales etiam pede? Fermentum ligula diam arcu nibh.",8,1,1,2,,"1,2,3,4,5,6",Scelerisque proin quis dolorem eros sed morbi nibh morbi ac dolor. Proin justo.,Suscipit dolorem nunc. Amet eget sit platea facilisis? Temporibus purus cras tempor.
R_eapGiYGryGXngiO,test,,2,,1,0,1,0,0,1,Eget gravida rhoncus? Tempus a ligula metus massa placerat primis in.,1,1,1,0,0,Phasellus elit cras? Nibh neque phasellus facilisi lacus. Accumsan nibh.,0,1,1,0,0,"Fringilla sit vel, mi pede. Sollicitudin orci accumsan pharetra ullamcorper elit dictumst fringilla.",,,,,,,9,,13,,100,90,80,4,"I liked having my phone to check the time, so now I’m annoyed.",5,3,3,3,3,1,2,5,4,5,4,5,5,4,3,3,1,5,1,2,3,4,1,3,4,3,5,1,1091041920,6,Accusamus volutpat pharetra eleifend? Metus pretium eleifend dictumst facilisis primis vehicula? Nunc atque. Volutpat.,11,4,12,8,1,2,2,2,5,2,5,3,3,2,4,1,1,1,8,1,8,3,2,3,2,3,1,3,1,1,3,6,5,6,6,10,5,7,4,1,4,4,1,4,3,6,5,6,10,5,10,10,3,3,3,1,1,1,4,2,3,5,5,2,6,1,6,5,2,5,6,2,2,3,5,1,"Elit interdum vivamus nullam! Neque felis? Est rhoncus? Potenti urna quis odio, ultricies ipsum sem.",2,2,4,1,,"3,4",Lectus nibh maecenas? Scelerisque eget ut. Risus nunc cras dictumst. Culpa tincidunt leo.,Nonummy pretium augue dolorem faucibus tortor potenti. Augue orci. Curabitur.
R_cSKooWC1585qWXk,test,,2,,2,1,1,0,0,1,Quam. Est magnis sagittis placerat urna risus eu vulputate nulla platea! Scelerisque scelerisque tortor. Sollicitudin.,0,1,1,1,0,"Rhoncus pede mattis. Eget temporibus, donec porttitor risus atque ut primis auctor commodo. Phasellus. Platea.",1,1,1,1,1,Neque massa sed tempor id elementum suscipit vehicula porta curabitur eget interdum leo.,,,,,,,10,"Augue placerat potenti, aenean a. Eu natoque pharetra, molestie! Iaculis.",15,"Rutrum in viverra consectetuer quam maecenas proin nunc tempor, sed.",80,70,30,7,Lunch is louder and more fun without phones.,5,3,3,1,4,4,1,4,4,1,2,3,4,1,3,3,5,2,2,4,5,5,2,1,1,4,2,1,2110495025,5,,9,2,7,10,5,5,1,1,2,2,3,1,2,8,8,1,8,4,8,2,2,5,5,2,2,2,1,1,3,1,1,7,5,5,10,10,7,6,4,3,2,4,2,2,1,7,6,7,10,10,10,5,1,4,2,4,2,2,3,6,5,2,2,2,2,6,2,5,2,6,6,2,5,1,6,5,"Commodo, ultricies quam luctus maecenas aliquet scelerisque fermentum. Volutpat integer. Tortor.",3,1,1,2,,"1,2,3,4,5,6","At, metus. Quam aliquam vel. Interdum platea! Augue nonummy accusamus.","Scelerisque culpa sodales aliquam dapibus? Lorem arcu quis, eget quis curabitur ullamcorper suspendisse turpis."
R_3CAT5GG1229VtTU,test,,4,,2,0,1,0,1,0,Luctus. Et sagittis molestie. Non. Fermentum praesent sit volutpat ipsum scelerisque.,0,0,1,0,1,Nonummy. Justo auctor. Phasellus donec diam. Justo posuere metus mi euismod.,0,1,0,1,1,Wisi auctor. Venenatis dui non magna? Atque a. Ut suspendisse sodales cursus donec culpa.,,,,,,,6,,1,,100,70,0,7,I don’t think the policy is fair to responsible students.,1,1,2,4,3,5,2,5,1,5,5,4,1,2,4,1,3,5,3,4,5,2,3,1,4,4,1,3,1725888267,3,,12,5,6,10,1,4,2,4,4,2,4,2,4,1,8,1,3,8,3,8,3,2,3,2,1,1,2,3,3,3,1,6,7,10,5,5,7,5,1,2,2,4,1,3,4,10,7,5,10,5,6,10,1,2,4,1,4,2,1,2,1,6,2,2,2,5,1,3,6,3,2,6,1,2,2,1,"Ridiculus venenatis pellentesque dolor, in. Sagittis! Faucibus morbi ut culpa morbi.",4,4,1,3,Nunc leo orci vivamus ut ac velit sed? Molestie tincidunt.,"2,3,5","Ipsum suscipit dictumst est per! Ab. Suscipit dolor vulputate, vulputate pretium, elementum euismod. Dolor tempus.",Wisi est magnis sodales ab neque pede sed? Dolor ac vehicula gravida commodo.
R_cIys9loEMyp0GY6,test,,1,1,1,1,0,1,1,1,Ab. Nibh cras tortor accusamus duis. Ullamcorper praesent cras faucibus laoreet? Tincidunt proin eget.,1,1,0,1,0,Curabitur rhoncus. Nonummy in temporibus. Volutpat commodo culpa consequat placerat maecenas convallis ridiculus.,0,0,0,0,1,"Quam vulputate nulla pharetra platea, leo eu justo dignissim ab eu potenti ac, dapibus fusce.",6,1,4,2,883804749,1722140589,5,,11,,40,70,20,5,"Honestly, school feels a little less toxic without people on social media all the time.",2,2,4,2,5,2,3,3,5,4,5,3,4,5,1,2,4,5,3,5,4,2,4,3,4,4,4,3,765973195,3,,14,4,14,6,3,4,1,5,3,3,4,1,8,1,8,2,3,1,2,2,4,1,1,2,2,1,1,3,2,3,1,10,5,6,6,5,7,6,3,4,2,1,1,4,4,5,6,5,7,10,10,6,2,2,3,3,2,3,2,2,1,1,2,1,1,2,5,5,5,1,3,6,2,1,1,2,Accusamus sollicitudin aliquet? Metus atque interdum nonummy ac aliquet urna.,3,1,,3,"Aenean nullam. Vehicula vitae scelerisque venenatis, ab. Consequat? Aliquam sagittis faucibus. Convallis non, nec molestie.","3,5,6",Pharetra maecenas lacus ante dolor dolorem fermentum pretium? Mauris sagittis.,Erat gravida vulputate consequat. Morbi non ultricies dolorem interdum platea ultricies? Sem accusamus cursus accumsan.
R_eCF6nS0QqdBwmFg,test,,2,,1,0,0,0,0,1,Ac. Pellentesque. Bibendum cursus. Pharetra fermentum. Vivamus leo. Velit non cras auctor erat.,1,1,1,0,1,Dui interdum tempor turpis nonummy tempor nunc amet cras arcu dui! Placerat.,0,0,0,0,0,"Ac orci, euismod vivamus. Velit. Mattis fringilla molestie montes id. Euismod cursus atque.",,,,,,,6,,12,,20,20,40,5,I’m less distracted but I also feel cut off from the outside world.,5,2,1,2,3,1,1,2,3,3,3,4,5,2,2,1,4,5,1,4,2,2,3,5,1,2,3,4,1462235413,5,,8,4,12,9,2,2,2,5,1,4,3,4,2,3,3,8,4,8,8,3,2,5,1,3,2,2,2,3,3,2,2,10,6,7,5,10,6,7,2,3,4,3,2,4,3,7,10,6,10,10,7,10,4,2,1,1,2,3,1,3,2,1,1,2,1,1,3,3,5,5,5,5,6,6,1,5,Est montes ridiculus dolorem nonummy gravida bibendum? Luctus tempora massa. Amet faucibus dui vitae.,3,,,2,,4,"Eget ligula. Quis auctor, nibh! Nullam tempor arcu cras magna accumsan.",Nec euismod vivamus sem eget commodo vestibulum pellentesque accusamus. Etiam gravida tellus placerat.
R_bflAQSeIChLHaia,test,,2,,2,0,0,1,1,1,Suscipit? Neque nullam interdum malesuada commodo justo ipsum euismod duis! Pharetra consectetuer nibh.,0,0,0,1,1,Interdum eros placerat! Volutpat suscipit? Accusamus? Atque. Dignissim vel? Porta nullam id turpis.,0,1,0,0,0,Massa nunc. Orci erat elementum dolor facilisis vel arcu mi.,,,,,,,8,,12,,80,50,0,5,It hasn’t changed anything for me because I didn’t use my phone much.,2,3,3,2,2,5,4,3,4,3,4,4,2,4,3,5,2,2,3,5,3,5,3,5,2,1,3,1,68956652,5,,1,5,9,4,3,1,4,1,4,2,1,2,1,2,2,8,4,1,3,2,4,3,3,1,3,3,2,1,3,2,3,6,6,5,7,10,5,5,3,2,4,3,2,4,4,7,6,6,5,6,10,6,4,3,3,1,4,4,1,5,1,6,5,3,3,1,5,1,2,1,3,1,2,2,2,6,"Atque, ultricies dignissim ipsum montes accusamus commodo fermentum a scelerisque fusce donec.",3,2,1,4,,"1,3,4","Ultricies urna interdum, nullam molestie rhoncus, vehicula. Fusce arcu consequat placerat.",Mi ab scelerisque gravida mi praesent viverra tellus malesuada eros.
R_8eu8Iw9lNloOn4y,test,,4,,2,1,0,0,1,0,"Lacus per tellus, dui tellus tellus ultricies scelerisque bibendum tellus convallis non turpis.",1,0,1,1,0,"Imperdiet ut volutpat pretium, ullamcorper elit fringilla potenti sollicitudin laoreet interdum, venenatis.",1,0,1,1,0,Sit risus etiam pellentesque porttitor dignissim! Augue tempus potenti sed! Dolorem tortor. Posuere erat.,,,,,,,9,,14,,40,0,100,2,My anxiety is worse because I can’t check in with my mom.,5,1,3,1,5,3,5,4,1,4,5,2,2,4,3,2,4,4,3,1,1,3,4,4,3,5,5,4,1452082453,5,,12,3,1,6,4,5,3,4,5,5,1,2,2,4,8,8,8,8,8,1,2,5,3,3,1,1,1,2,1,1,3,10,5,10,6,10,7,6,1,3,3,2,4,3,3,7,10,10,10,6,10,6,3,3,1,3,4,1,2,5,5,5,5,2,1,5,5,2,2,6,2,1,3,5,5,2,Nullam eu integer vulputate posuere potenti! Molestie natoque aenean! Suscipit.,3,1,2,1,,"3,5,6",Ultrices. Aenean enim nunc. Posuere! Cras elementum nonummy. Elit ipsum tempus.,Justo et enim. Suscipit auctor. Gravida phasellus accusamus accumsan nonummy culpa ridiculus! Atque purus.
